CaseId,b52,b73,lid,flow,cost
52, 250, 300,10,270.7496,  4.0129
52, 250, 300,11,281.8810,  3.0000
52, 250, 300,12,223.6280, 40.0004
53, 250, 350, 1,106.8334, 20.0000
53, 250, 350, 2,107.4805,  5.0000
53, 250, 350, 3,234.7594,  5.0073
53, 250, 350, 4,487.4614,  3.9749
53, 250, 350, 5,820.9192, 22.6418
53, 250, 350, 6,249.9987,  2.0000
53, 250, 350, 7,130.6293, 12.0000
53, 250, 350, 8, 51.5768, 25.0000
53, 250, 350, 9,142.5182,  3.0000
53, 250, 350,10,270.7496,  4.0129
53, 250, 350,11,281.8810,  3.0000
53, 250, 350,12,223.6280, 40.0004
54, 250, 400, 1,106.8334, 20.0000
54, 250, 400, 2,107.4805,  5.0000
54, 250, 400, 3,234.7594,  5.0073
54, 250, 400, 4,487.4614,  3.9749
54, 250, 400, 5,820.9192, 22.6418
54, 250, 400, 6,249.9987,  2.0000
54, 250, 400, 7,130.6293, 12.0000
54, 250, 400, 8, 51.5768, 25.0000
54, 250, 400, 9,142.5182,  3.0000
54, 250, 400,10,270.7496,  4.0129
54, 250, 400,11,281.8810,  3.0000
54, 250, 400,12,223.6280, 40.0004
55, 300,   0, 1,112.8381, 20.0000
55, 300,   0, 2,118.9827,  5.0000
55, 300,   0, 3,115.8493,  5.0004
55, 300,   0, 4,566.1016,  4.1322
55, 300,   0, 5,627.5491, 22.2551
55, 300,   0, 6,299.9974,  2.0000
55, 300,   0, 7,153.2661, 12.0000
55, 300,   0, 8, 61.4475, 25.0000
55, 300,   0, 9,181.0147,  3.0000
55, 300,   0,10,133.2005,  4.0008
55, 300,   0,11,  0.0000,  3.0000
55, 300,   0,12,249.0498, 40.0006
56, 300,  50, 1, 61.8190, 20.0000
56, 300,  50, 2, 21.2535,  5.0000
56, 300,  50, 3, 84.1576,  5.0001
56, 300,  50, 4,168.0618,  3.3361
56, 300,  50, 5,240.8541, 21.4817
56, 300,  50, 6, 45.6769,  2.0000
56, 300,  50, 7, 60.5660, 12.0000
56, 300,  50, 8, 22.7949, 25.0000
56, 300,  50, 9, 24.4234,  3.0000
56, 300,  50,10, 74.9896,  4.0001
56, 300,  50,11, 49.9974,  3.0000
56, 300,  50,12,109.1499, 40.0000
57, 300, 100, 1, 71.7557, 20.0000
57, 300, 100, 2, 40.2876,  5.0000
57, 300, 100, 3,116.1322,  5.0004
57, 300, 100, 4,238.7325,  3.4775
57, 300, 100, 5,367.6237, 21.7352
57, 300, 100, 6, 90.8142,  2.0000
57, 300, 100, 7, 76.1626, 12.0000
57, 300, 100, 8, 28.8925, 25.0000
57, 300, 100, 9, 50.5266,  3.0000
57, 300, 100,10,116.6184,  4.0004
57, 300, 100,11, 99.9987,  3.0000
57, 300, 100,12,132.7519, 40.0000
58, 300, 150, 1, 80.6010, 20.0000
58, 300, 150, 2, 57.2311,  5.0000
58, 300, 150, 3,145.2998,  5.0011
58, 300, 150, 4,308.6580,  3.6173
58, 300, 150, 5,494.1613, 21.9883
58, 300, 150, 6,135.4245,  2.0000
58, 300, 150, 7, 92.6325, 12.0000
58, 300, 150, 8, 35.5016, 25.0000
58, 300, 150, 9, 78.1934,  3.0000
58, 300, 150,10,161.6531,  4.0016
58, 300, 150,11,150.0018,  3.0000
58, 300, 150,12,156.9512, 40.0001
59, 300, 200, 1, 88.4192, 20.0000
59, 300, 200, 2, 72.2072,  5.0000
59, 300, 200, 3,171.7589,  5.0021
59, 300, 200, 4,377.8449,  3.7557
59, 300, 200, 5,620.4527, 22.2409
59, 300, 200, 6,179.5211,  2.0000
59, 300, 200, 7,109.9046, 12.0000
59, 300, 200, 8, 42.6091, 25.0000
59, 300, 200, 9,107.3139,  3.0000
59, 300, 200,10,209.9934,  4.0047
59, 300, 200,11,199.9986,  3.0000
59, 300, 200,12,181.7538, 40.0002
60, 300, 250, 1, 95.3142, 20.0000
60, 300, 250, 2, 85.4150,  5.0000
60, 300, 250, 3,195.7465,  5.0035
60, 300, 250, 4,446.3263,  3.8927
60, 300, 250, 5,746.5102, 22.4930
60, 300, 250, 6,223.1368,  2.0000
60, 300, 250, 7,127.8753, 12.0000
60, 300, 250, 8, 50.1876, 25.0000
60, 300, 250, 9,137.7218,  3.0000
60, 300, 250,10,261.4226,  4.0112
60, 300, 250,11,249.9963,  3.0000
60, 300, 250,12,207.1728, 40.0003
61, 300, 300, 1,101.3472, 20.0000
61, 300, 300, 2, 96.9716,  5.0000
61, 300, 300, 3,217.3717,  5.0054
61, 300, 300, 4,514.1767,  4.0284
61, 300, 300, 5,872.4116, 22.7448
61, 300, 300, 6,266.3264,  2.0000
61, 300, 300, 7,146.5031, 12.0000
61, 300, 300, 8, 58.2328, 25.0000
61, 300, 300, 9,169.3548,  3.0000
61, 300, 300,10,315.8518,  4.0239
61, 300, 300,11,300.0020,  3.0000
61, 300, 300,12,233.2215, 40.0004
62, 300, 350, 1,115.9657, 20.0000
62, 300, 350, 2,124.9740,  5.0000
62, 300, 350, 3,267.6285,  5.0123
62, 300, 350, 4,565.6842,  4.1314
62, 300, 350, 5,966.1728, 22.9323
62, 300, 350, 6,300.0016,  2.0000
62, 300, 350, 7,149.7169, 12.0000
62, 300, 350, 8, 59.9813, 25.0000
62, 300, 350, 9,175.0276,  3.0000
62, 300, 350,10,327.5298,  4.0276
62, 300, 350,11,340.5073,  3.0000
62, 300, 350,12,254.6510, 40.0006
63, 300, 400, 1,115.9644, 20.0000
63, 300, 400, 2,124.9711,  5.0000
63, 300, 400, 3,267.6235,  5.0123
63, 300, 400, 4,565.6845,  4.1314
63, 300, 400, 5,966.1735, 22.9323
63, 300, 400, 6,300.0015,  2.0000
63, 300, 400, 7,149.7186, 12.0000
63, 300, 400, 8, 59.9821, 25.0000
63, 300, 400, 9,175.0304,  3.0000
63, 300, 400,10,327.5341,  4.0276
63, 300, 400,11,340.5069,  3.0000
63, 300, 400,12,254.6506, 40.0006
64, 350,   0, 1,120.2606, 20.0000
64, 350,   0, 2,133.2010,  5.0000
64, 350,   0, 3,125.0514,  5.0006
64, 350,   0, 4,644.4492,  4.2889
64, 350,   0, 5,715.3518, 22.4307
64, 350,   0, 6,349.9976,  2.0000
64, 350,   0, 7,174.1909, 12.0000
64, 350,   0, 8, 70.9026, 25.0000
64, 350,   0, 9,216.7967,  3.0000
64, 350,   0,10,154.1718,  4.0014
64, 350,   0,11,  0.0000,  3.0000
64, 350,   0,12,279.2232, 40.0009
65, 350,  50, 1, 61.8190, 20.0000
65, 350,  50, 2, 21.2535,  5.0000
65, 350,  50, 3, 84.1576,  5.0001
65, 350,  50, 4,168.0618,  3.3361
65, 350,  50, 5,240.8541, 21.4817
65, 350,  50, 6, 45.6769,  2.0000
65, 350,  50, 7, 60.5660, 12.0000
65, 350,  50, 8, 22.7949, 25.0000
65, 350,  50, 9, 24.4234,  3.0000
65, 350,  50,10, 74.9896,  4.0001
65, 350,  50,11, 49.9974,  3.0000
65, 350,  50,12,109.1499, 40.0000
66, 350, 100, 1, 71.7557, 20.0000
66, 350, 100, 2, 40.2876,  5.0000
66, 350, 100, 3,116.1322,  5.0004
66, 350, 100, 4,238.7325,  3.4775
66, 350, 100, 5,367.6237, 21.7352
66, 350, 100, 6, 90.8142,  2.0000
66, 350, 100, 7, 76.1626, 12.0000
66, 350, 100, 8, 28.8925, 25.0000
66, 350, 100, 9, 50.5266,  3.0000
66, 350, 100,10,116.6184,  4.0004
66, 350, 100,11, 99.9987,  3.0000
66, 350, 100,12,132.7519, 40.0000
67, 350, 150, 1, 80.6010, 20.0000
67, 350, 150, 2, 57.2311,  5.0000
67, 350, 150, 3,145.2998,  5.0011
67, 350, 150, 4,308.6580,  3.6173
67, 350, 150, 5,494.1613, 21.9883
67, 350, 150, 6,135.4245,  2.0000
67, 350, 150, 7, 92.6325, 12.0000
67, 350, 150, 8, 35.5016, 25.0000
67, 350, 150, 9, 78.1934,  3.0000
67, 350, 150,10,161.6531,  4.0016
67, 350, 150,11,150.0018,  3.0000
67, 350, 150,12,156.9512, 40.0001
68, 350, 200, 1, 88.4192, 20.0000
68, 350, 200, 2, 72.2072,  5.0000
68, 350, 200, 3,171.7589,  5.0021
68, 350, 200, 4,377.8449,  3.7557
68, 350, 200, 5,620.4527, 22.2409
68, 350, 200, 6,179.5211,  2.0000
68, 350, 200, 7,109.9046, 12.0000
68, 350, 200, 8, 42.6091, 25.0000
68, 350, 200, 9,107.3139,  3.0000
68, 350, 200,10,209.9934,  4.0047
68, 350, 200,11,199.9986,  3.0000
68, 350, 200,12,181.7538, 40.0002
69, 350, 250, 1, 95.3142, 20.0000
69, 350, 250, 2, 85.4150,  5.0000
69, 350, 250, 3,195.7465,  5.0035
69, 350, 250, 4,446.3263,  3.8927
69, 350, 250, 5,746.5102, 22.4930
69, 350, 250, 6,223.1368,  2.0000
69, 350, 250, 7,127.8753, 12.0000
69, 350, 250, 8, 50.1876, 25.0000
69, 350, 250, 9,137.7218,  3.0000
69, 350, 250,10,261.4226,  4.0112
69, 350, 250,11,249.9963,  3.0000
69, 350, 250,12,207.1728, 40.0003
70, 350, 300, 1,101.3472, 20.0000
70, 350, 300, 2, 96.9716,  5.0000
70, 350, 300, 3,217.3717,  5.0054
70, 350, 300, 4,514.1767,  4.0284
70, 350, 300, 5,872.4116, 22.7448
70, 350, 300, 6,266.3264,  2.0000
70, 350, 300, 7,146.5031, 12.0000
70, 350, 300, 8, 58.2328, 25.0000
70, 350, 300, 9,169.3548,  3.0000
70, 350, 300,10,315.8518,  4.0239
70, 350, 300,11,300.0020,  3.0000
70, 350, 300,12,233.2215, 40.0004
71, 350, 350, 1,106.5807, 20.0000
71, 350, 350, 2,106.9966,  5.0000
71, 350, 350, 3,236.7589,  5.0075
71, 350, 350, 4,581.4799,  4.1630
71, 350, 350, 5,998.2232, 22.9964
71, 350, 350, 6,309.1506,  2.0000
71, 350, 350, 7,165.7486, 12.0000
71, 350, 350, 8, 66.7420, 25.0000
71, 350, 350, 9,202.1540,  3.0000
71, 350, 350,10,373.1486,  4.0465
71, 350, 350,11,350.0013,  3.0000
71, 350, 350,12,259.9063, 40.0007
72, 350, 400, 1,124.5205, 20.0000
72, 350, 400, 2,141.3611,  5.0000
72, 350, 400, 3,299.3265,  5.0193
72, 350, 400, 4,643.8854,  4.2878
72, 350, 400, 5,1112.5123, 23.2250
72, 350, 400, 6,349.9991,  2.0000
72, 350, 400, 7,169.3659, 12.0000
72, 350, 400, 8, 68.8774, 25.0000
72, 350, 400, 9,208.6380,  3.0000
72, 350, 400,10,387.3058,  4.0540
72, 350, 400,11,399.7495,  3.0000
72, 350, 400,12,286.8828, 40.0010
73, 400,   0, 1,126.9765, 20.0000
73, 400,   0, 2,146.0651,  5.0000
73, 400,   0, 3,133.7628,  5.0008
73, 400,   0, 4,722.7955,  4.4456
73, 400,   0, 5,803.7389, 22.6075
73, 400,   0, 6,400.0018,  2.0000
73, 400,   0, 7,195.8172, 12.0000
73, 400,   0, 8, 80.9433, 25.0000
73, 400,   0, 9,253.9367,  3.0000
73, 400,   0,10,176.5679,  4.0023
73, 400,   0,11,  0.0000,  3.0000
73, 400,   0,12,310.3307, 40.0014
74, 400,  50, 1, 61.8190, 20.0000
74, 400,  50, 2, 21.2535,  5.0000
74, 400,  50, 3, 84.1576,  5.0001
74, 400,  50, 4,168.0618,  3.3361
74, 400,  50, 5,240.8541, 21.4817
74, 400,  50, 6, 45.6769,  2.0000
74, 400,  50, 7, 60.5660, 12.0000
74, 400,  50, 8, 22.7949, 25.0000
74, 400,  50, 9, 24.4234,  3.0000
74, 400,  50,10, 74.9896,  4.0001
74, 400,  50,11, 49.9974,  3.0000
74, 400,  50,12,109.1499, 40.0000
75, 400, 100, 1, 71.7557, 20.0000
75, 400, 100, 2, 40.2876,  5.0000
75, 400, 100, 3,116.1322,  5.0004
75, 400, 100, 4,238.7325,  3.4775
75, 400, 100, 5,367.6237, 21.7352
75, 400, 100, 6, 90.8142,  2.0000
75, 400, 100, 7, 76.1626, 12.0000
75, 400, 100, 8, 28.8925, 25.0000
75, 400, 100, 9, 50.5266,  3.0000
75, 400, 100,10,116.6184,  4.0004
75, 400, 100,11, 99.9987,  3.0000
75, 400, 100,12,132.7519, 40.0000
76, 400, 150, 1, 80.6010, 20.0000
76, 400, 150, 2, 57.2311,  5.0000
76, 400, 150, 3,145.2998,  5.0011
76, 400, 150, 4,308.6580,  3.6173
76, 400, 150, 5,494.1613, 21.9883
76, 400, 150, 6,135.4245,  2.0000
76, 400, 150, 7, 92.6325, 12.0000
76, 400, 150, 8, 35.5016, 25.0000
76, 400, 150, 9, 78.1934,  3.0000
76, 400, 150,10,161.6531,  4.0016
76, 400, 150,11,150.0018,  3.0000
76, 400, 150,12,156.9512, 40.0001
77, 400, 200, 1, 88.4192, 20.0000
77, 400, 200, 2, 72.2072,  5.0000
77, 400, 200, 3,171.7589,  5.0021
77, 400, 200, 4,377.8449,  3.7557
77, 400, 200, 5,620.4527, 22.2409
77, 400, 200, 6,179.5211,  2.0000
77, 400, 200, 7,109.9046, 12.0000
77, 400, 200, 8, 42.6091, 25.0000
77, 400, 200, 9,107.3139,  3.0000
77, 400, 200,10,209.9934,  4.0047
77, 400, 200,11,199.9986,  3.0000
77, 400, 200,12,181.7538, 40.0002
78, 400, 250, 1, 95.3142, 20.0000
78, 400, 250, 2, 85.4150,  5.0000
78, 400, 250, 3,195.7465,  5.0035
78, 400, 250, 4,446.3263,  3.8927
78, 400, 250, 5,746.5102, 22.4930
78, 400, 250, 6,223.1368,  2.0000
78, 400, 250, 7,127.8753, 12.0000
78, 400, 250, 8, 50.1876, 25.0000
78, 400, 250, 9,137.7218,  3.0000
78, 400, 250,10,261.4226,  4.0112
78, 400, 250,11,249.9963,  3.0000
78, 400, 250,12,207.1728, 40.0003
79, 400, 300, 1,101.3472, 20.0000
79, 400, 300, 2, 96.9716,  5.0000
79, 400, 300, 3,217.3717,  5.0054
79, 400, 300, 4,514.1767,  4.0284
79, 400, 300, 5,872.4116, 22.7448
79, 400, 300, 6,266.3264,  2.0000
79, 400, 300, 7,146.5031, 12.0000
79, 400, 300, 8, 58.2328, 25.0000
79, 400, 300, 9,169.3548,  3.0000
79, 400, 300,10,315.8518,  4.0239
79, 400, 300,11,300.0020,  3.0000
79, 400, 300,12,233.2215, 40.0004
80, 400, 350, 1,106.5807, 20.0000
80, 400, 350, 2,106.9966,  5.0000
80, 400, 350, 3,236.7589,  5.0075
80, 400, 350, 4,581.4799,  4.1630
80, 400, 350, 5,998.2232, 22.9964
80, 400, 350, 6,309.1506,  2.0000
80, 400, 350, 7,165.7486, 12.0000
80, 400, 350, 8, 66.7420, 25.0000
80, 400, 350, 9,202.1540,  3.0000
80, 400, 350,10,373.1486,  4.0465
80, 400, 350,11,350.0013,  3.0000
80, 400, 350,12,259.9063, 40.0007
81, 400, 400, 1,111.0379, 20.0000
81, 400, 400, 2,115.5345,  5.0000
81, 400, 400, 3,253.9099,  5.0100
81, 400, 400, 4,648.4328,  4.2969
81, 400, 400, 5,1124.1821, 23.2484
81, 400, 400, 6,351.7379,  2.0000
81, 400, 400, 7,185.6570, 12.0000
81, 400, 400, 8, 75.7475, 25.0000
81, 400, 400, 9,236.2034,  3.0000
81, 400, 400,10,433.3360,  4.0846
81, 400, 400,11,400.0018,  3.0000
81, 400, 400,12,287.2440, 40.0010
