CaseId,b52,b73,lid,flow,cost
52, 250, 300,11,265.5324,  3.0000
52, 250, 300,12,274.8665, 40.0009
53, 250, 350, 1,123.9721, 20.0000
53, 250, 350, 2,101.8585,  5.0000
53, 250, 350, 3,236.2856,  5.0075
53, 250, 350, 4,508.6855,  4.0174
53, 250, 350, 5,859.2084, 22.7184
53, 250, 350, 6,249.9894,  2.0000
53, 250, 350, 7,134.7240, 12.0000
53, 250, 350, 8, 84.9905, 25.0000
53, 250, 350, 9,148.1309,  3.0000
53, 250, 350,10,304.1133,  4.0205
53, 250, 350,11,265.5324,  3.0000
53, 250, 350,12,274.8665, 40.0009
54, 250, 400, 1,123.9721, 20.0000
54, 250, 400, 2,101.8585,  5.0000
54, 250, 400, 3,236.2856,  5.0075
54, 250, 400, 4,508.6855,  4.0174
54, 250, 400, 5,859.2084, 22.7184
54, 250, 400, 6,249.9894,  2.0000
54, 250, 400, 7,134.7240, 12.0000
54, 250, 400, 8, 84.9905, 25.0000
54, 250, 400, 9,148.1309,  3.0000
54, 250, 400,10,304.1133,  4.0205
54, 250, 400,11,265.5324,  3.0000
54, 250, 400,12,274.8665, 40.0009
55, 300,   0, 1,133.0312, 20.0000
55, 300,   0, 2,114.3966,  5.0000
55, 300,   0, 3,135.5840,  5.0008
55, 300,   0, 4,592.1613,  4.1843
55, 300,   0, 5,693.3673, 22.3867
55, 300,   0, 6,300.0165,  2.0000
55, 300,   0, 7,159.1136, 12.0000
55, 300,   0, 8,101.2059, 25.0000
55, 300,   0, 9,185.6199,  3.0000
55, 300,   0,10,175.4734,  4.0023
55, 300,   0,11,  0.0000,  3.0000
55, 300,   0,12,311.0574, 40.0014
56, 300,  50, 1, 66.5989, 20.0000
56, 300,  50, 2, 22.4522,  5.0000
56, 300,  50, 3, 89.5845,  5.0002
56, 300,  50, 4,168.6527,  3.3373
56, 300,  50, 5,251.9327, 21.5039
56, 300,  50, 6, 47.7699,  2.0000
56, 300,  50, 7, 54.2839, 12.0000
56, 300,  50, 8, 33.2984, 25.0000
56, 300,  50, 9, 25.3178,  3.0000
56, 300,  50,10, 83.3910,  4.0001
56, 300,  50,11, 49.9816,  3.0000
56, 300,  50,12,122.9940, 40.0000
57, 300, 100, 1, 81.3096, 20.0000
57, 300, 100, 2, 42.8122,  5.0000
57, 300, 100, 3,126.3453,  5.0006
57, 300, 100, 4,248.6476,  3.4973
57, 300, 100, 5,393.0942, 21.7862
57, 300, 100, 6, 95.2216,  2.0000
57, 300, 100, 7, 72.1164, 12.0000
57, 300, 100, 8, 44.4696, 25.0000
57, 300, 100, 9, 52.4094,  3.0000
57, 300, 100,10,131.0439,  4.0007
57, 300, 100,11, 99.9770,  3.0000
57, 300, 100,12,157.4122, 40.0001
58, 300, 150, 1, 94.1019, 20.0000
58, 300, 150, 2, 60.5172,  5.0000
58, 300, 150, 3,158.8163,  5.0015
58, 300, 150, 4,327.9225,  3.6558
58, 300, 150, 5,534.6588, 22.0693
58, 300, 150, 6,142.3748,  2.0000
58, 300, 150, 7, 91.4457, 12.0000
58, 300, 150, 8, 56.7553, 25.0000
58, 300, 150, 9, 81.8576,  3.0000
58, 300, 150,10,183.4894,  4.0027
58, 300, 150,11,149.9811,  3.0000
58, 300, 150,12,192.3246, 40.0002
59, 300, 200, 1,105.5343, 20.0000
59, 300, 200, 2, 76.3399,  5.0000
59, 300, 200, 3,188.3032,  5.0030
59, 300, 200, 4,406.4828,  3.8130
59, 300, 200, 5,676.2980, 22.3526
59, 300, 200, 6,189.2063,  2.0000
59, 300, 200, 7,111.7421, 12.0000
59, 300, 200, 8, 69.8428, 25.0000
59, 300, 200, 9,112.8664,  3.0000
59, 300, 200,10,239.3898,  4.0079
59, 300, 200,11,199.9724,  3.0000
59, 300, 200,12,227.7205, 40.0004
60, 300, 250, 1,115.5195, 20.0000
60, 300, 250, 2, 90.1598,  5.0000
60, 300, 250, 3,214.5180,  5.0051
60, 300, 250, 4,484.4168,  3.9688
60, 300, 250, 5,818.2206, 22.6364
60, 300, 250, 6,235.7769,  2.0000
60, 300, 250, 7,133.1205, 12.0000
60, 300, 250, 8, 83.8194, 25.0000
60, 300, 250, 9,145.6171,  3.0000
60, 300, 250,10,299.0963,  4.0192
60, 300, 250,11,249.9844,  3.0000
60, 300, 250,12,263.6299, 40.0007
61, 300, 300, 1,124.2499, 20.0000
61, 300, 300, 2,102.2431,  5.0000
61, 300, 300, 3,237.8792,  5.0077
61, 300, 300, 4,561.7477,  4.1235
61, 300, 300, 5,960.3220, 22.9206
61, 300, 300, 6,282.0925,  2.0000
61, 300, 300, 7,155.4052, 12.0000
61, 300, 300, 8, 98.5890, 25.0000
61, 300, 300, 9,179.8494,  3.0000
61, 300, 300,10,362.1429,  4.0413
61, 300, 300,11,299.9854,  3.0000
61, 300, 300,12,300.0367, 40.0012
62, 300, 350, 1,135.0493, 20.0000
62, 300, 350, 2,117.1896,  5.0000
62, 300, 350, 3,265.9368,  5.0120
62, 300, 350, 4,592.3452,  4.1847
62, 300, 350, 5,1012.1098, 23.0242
62, 300, 350, 6,300.0135,  2.0000
62, 300, 350, 7,157.2825, 12.0000
62, 300, 350, 8,100.0284, 25.0000
62, 300, 350, 9,182.8238,  3.0000
62, 300, 350,10,368.3075,  4.0442
62, 300, 350,11,319.7362,  3.0000
62, 300, 350,12,314.5080, 40.0015
63, 300, 400, 1,135.0493, 20.0000
63, 300, 400, 2,117.1896,  5.0000
63, 300, 400, 3,265.9368,  5.0120
63, 300, 400, 4,592.3452,  4.1847
63, 300, 400, 5,1012.1098, 23.0242
63, 300, 400, 6,300.0135,  2.0000
63, 300, 400, 7,157.2825, 12.0000
63, 300, 400, 8,100.0284, 25.0000
63, 300, 400, 9,182.8238,  3.0000
63, 300, 400,10,368.3075,  4.0442
63, 300, 400,11,319.7362,  3.0000
63, 300, 400,12,314.5080, 40.0015
64, 350,   0, 1,142.3150, 20.0000
64, 350,   0, 2,127.2456,  5.0000
64, 350,   0, 3,146.1156,  5.0011
64, 350,   0, 4,675.4658,  4.3509
64, 350,   0, 5,792.9402, 22.5859
64, 350,   0, 6,349.9758,  2.0000
64, 350,   0, 7,183.1751, 12.0000
64, 350,   0, 8,117.4744, 25.0000
64, 350,   0, 9,222.7302,  3.0000
64, 350,   0,10,204.1588,  4.0042
64, 350,   0,11,  0.0000,  3.0000
64, 350,   0,12,350.2743, 40.0023
65, 350,  50, 1, 66.5989, 20.0000
65, 350,  50, 2, 22.4522,  5.0000
65, 350,  50, 3, 89.5845,  5.0002
65, 350,  50, 4,168.6527,  3.3373
65, 350,  50, 5,251.9327, 21.5039
65, 350,  50, 6, 47.7699,  2.0000
65, 350,  50, 7, 54.2839, 12.0000
65, 350,  50, 8, 33.2984, 25.0000
65, 350,  50, 9, 25.3178,  3.0000
65, 350,  50,10, 83.3910,  4.0001
65, 350,  50,11, 49.9816,  3.0000
65, 350,  50,12,122.9940, 40.0000
66, 350, 100, 1, 81.3096, 20.0000
66, 350, 100, 2, 42.8122,  5.0000
66, 350, 100, 3,126.3453,  5.0006
66, 350, 100, 4,248.6476,  3.4973
66, 350, 100, 5,393.0942, 21.7862
66, 350, 100, 6, 95.2216,  2.0000
66, 350, 100, 7, 72.1164, 12.0000
66, 350, 100, 8, 44.4696, 25.0000
66, 350, 100, 9, 52.4094,  3.0000
66, 350, 100,10,131.0439,  4.0007
66, 350, 100,11, 99.9770,  3.0000
66, 350, 100,12,157.4122, 40.0001
67, 350, 150, 1, 94.1019, 20.0000
67, 350, 150, 2, 60.5172,  5.0000
67, 350, 150, 3,158.8163,  5.0015
67, 350, 150, 4,327.9225,  3.6558
67, 350, 150, 5,534.6588, 22.0693
67, 350, 150, 6,142.3748,  2.0000
67, 350, 150, 7, 91.4457, 12.0000
67, 350, 150, 8, 56.7553, 25.0000
67, 350, 150, 9, 81.8576,  3.0000
67, 350, 150,10,183.4894,  4.0027
67, 350, 150,11,149.9811,  3.0000
67, 350, 150,12,192.3246, 40.0002
68, 350, 200, 1,105.5343, 20.0000
68, 350, 200, 2, 76.3399,  5.0000
68, 350, 200, 3,188.3032,  5.0030
68, 350, 200, 4,406.4828,  3.8130
68, 350, 200, 5,676.2980, 22.3526
68, 350, 200, 6,189.2063,  2.0000
68, 350, 200, 7,111.7421, 12.0000
68, 350, 200, 8, 69.8428, 25.0000
68, 350, 200, 9,112.8664,  3.0000
68, 350, 200,10,239.3898,  4.0079
68, 350, 200,11,199.9724,  3.0000
68, 350, 200,12,227.7205, 40.0004
69, 350, 250, 1,115.5195, 20.0000
69, 350, 250, 2, 90.1598,  5.0000
69, 350, 250, 3,214.5180,  5.0051
69, 350, 250, 4,484.4168,  3.9688
69, 350, 250, 5,818.2206, 22.6364
69, 350, 250, 6,235.7769,  2.0000
69, 350, 250, 7,133.1205, 12.0000
69, 350, 250, 8, 83.8194, 25.0000
69, 350, 250, 9,145.6171,  3.0000
69, 350, 250,10,299.0963,  4.0192
69, 350, 250,11,249.9844,  3.0000
69, 350, 250,12,263.6299, 40.0007
70, 350, 300, 1,124.2499, 20.0000
70, 350, 300, 2,102.2431,  5.0000
70, 350, 300, 3,237.8792,  5.0077
70, 350, 300, 4,561.7477,  4.1235
70, 350, 300, 5,960.3220, 22.9206
70, 350, 300, 6,282.0925,  2.0000
70, 350, 300, 7,155.4052, 12.0000
70, 350, 300, 8, 98.5890, 25.0000
70, 350, 300, 9,179.8494,  3.0000
70, 350, 300,10,362.1429,  4.0413
70, 350, 300,11,299.9854,  3.0000
70, 350, 300,12,300.0367, 40.0012
71, 350, 350, 1,131.8118, 20.0000
71, 350, 350, 2,112.7089,  5.0000
71, 350, 350, 3,258.5460,  5.0107
71, 350, 350, 4,638.6582,  4.2773
71, 350, 350, 5,1102.8357, 23.2057
71, 350, 350, 6,328.2614,  2.0000
71, 350, 350, 7,178.5850, 12.0000
71, 350, 350, 8,114.1589, 25.0000
71, 350, 350, 9,215.5525,  3.0000
71, 350, 350,10,428.4517,  4.0809
71, 350, 350,11,350.0186,  3.0000
71, 350, 350,12,336.9791, 40.0019
72, 350, 400, 1,145.1264, 20.0000
72, 350, 400, 2,131.1366,  5.0000
72, 350, 400, 3,293.4313,  5.0178
72, 350, 400, 4,675.7939,  4.3516
72, 350, 400, 5,1165.7965, 23.3316
72, 350, 400, 6,350.0128,  2.0000
72, 350, 400, 7,180.6548, 12.0000
72, 350, 400, 8,115.8411, 25.0000
72, 350, 400, 9,218.8762,  3.0000
72, 350, 400,10,435.6428,  4.0864
72, 350, 400,11,374.1614,  3.0000
72, 350, 400,12,354.9128, 40.0024
73, 400,   0, 1,150.5024, 20.0000
73, 400,   0, 2,138.5774,  5.0000
73, 400,   0, 3,155.6729,  5.0014
73, 400,   0, 4,758.6549,  4.5173
73, 400,   0, 5,893.2765, 22.7866
73, 400,   0, 6,399.9777,  2.0000
73, 400,   0, 7,208.1748, 12.0000
73, 400,   0, 8,134.6215, 25.0000
73, 400,   0, 9,261.4003,  3.0000
73, 400,   0,10,234.5162,  4.0073
73, 400,   0,11,  0.0000,  3.0000
73, 400,   0,12,390.1891, 40.0035
74, 400,  50, 1, 66.5989, 20.0000
74, 400,  50, 2, 22.4522,  5.0000
74, 400,  50, 3, 89.5845,  5.0002
74, 400,  50, 4,168.6527,  3.3373
74, 400,  50, 5,251.9327, 21.5039
74, 400,  50, 6, 47.7699,  2.0000
74, 400,  50, 7, 54.2839, 12.0000
74, 400,  50, 8, 33.2984, 25.0000
74, 400,  50, 9, 25.3178,  3.0000
74, 400,  50,10, 83.3910,  4.0001
74, 400,  50,11, 49.9816,  3.0000
74, 400,  50,12,122.9940, 40.0000
75, 400, 100, 1, 81.3096, 20.0000
75, 400, 100, 2, 42.8122,  5.0000
75, 400, 100, 3,126.3453,  5.0006
75, 400, 100, 4,248.6476,  3.4973
75, 400, 100, 5,393.0942, 21.7862
75, 400, 100, 6, 95.2216,  2.0000
75, 400, 100, 7, 72.1164, 12.0000
75, 400, 100, 8, 44.4696, 25.0000
75, 400, 100, 9, 52.4094,  3.0000
75, 400, 100,10,131.0439,  4.0007
75, 400, 100,11, 99.9770,  3.0000
75, 400, 100,12,157.4122, 40.0001
76, 400, 150, 1, 94.1019, 20.0000
76, 400, 150, 2, 60.5172,  5.0000
76, 400, 150, 3,158.8163,  5.0015
76, 400, 150, 4,327.9225,  3.6558
76, 400, 150, 5,534.6588, 22.0693
76, 400, 150, 6,142.3748,  2.0000
76, 400, 150, 7, 91.4457, 12.0000
76, 400, 150, 8, 56.7553, 25.0000
76, 400, 150, 9, 81.8576,  3.0000
76, 400, 150,10,183.4894,  4.0027
76, 400, 150,11,149.9811,  3.0000
76, 400, 150,12,192.3246, 40.0002
77, 400, 200, 1,105.5343, 20.0000
77, 400, 200, 2, 76.3399,  5.0000
77, 400, 200, 3,188.3032,  5.0030
77, 400, 200, 4,406.4828,  3.8130
77, 400, 200, 5,676.2980, 22.3526
77, 400, 200, 6,189.2063,  2.0000
77, 400, 200, 7,111.7421, 12.0000
77, 400, 200, 8, 69.8428, 25.0000
77, 400, 200, 9,112.8664,  3.0000
77, 400, 200,10,239.3898,  4.0079
77, 400, 200,11,199.9724,  3.0000
77, 400, 200,12,227.7205, 40.0004
78, 400, 250, 1,115.5195, 20.0000
78, 400, 250, 2, 90.1598,  5.0000
78, 400, 250, 3,214.5180,  5.0051
78, 400, 250, 4,484.4168,  3.9688
78, 400, 250, 5,818.2206, 22.6364
78, 400, 250, 6,235.7769,  2.0000
78, 400, 250, 7,133.1205, 12.0000
78, 400, 250, 8, 83.8194, 25.0000
78, 400, 250, 9,145.6171,  3.0000
78, 400, 250,10,299.0963,  4.0192
78, 400, 250,11,249.9844,  3.0000
78, 400, 250,12,263.6299, 40.0007
79, 400, 300, 1,124.2499, 20.0000
79, 400, 300, 2,102.2431,  5.0000
79, 400, 300, 3,237.8792,  5.0077
79, 400, 300, 4,561.7477,  4.1235
79, 400, 300, 5,960.3220, 22.9206
79, 400, 300, 6,282.0925,  2.0000
79, 400, 300, 7,155.4052, 12.0000
79, 400, 300, 8, 98.5890, 25.0000
79, 400, 300, 9,179.8494,  3.0000
79, 400, 300,10,362.1429,  4.0413
79, 400, 300,11,299.9854,  3.0000
79, 400, 300,12,300.0367, 40.0012
80, 400, 350, 1,131.8118, 20.0000
80, 400, 350, 2,112.7089,  5.0000
80, 400, 350, 3,258.5460,  5.0107
80, 400, 350, 4,638.6582,  4.2773
80, 400, 350, 5,1102.8357, 23.2057
80, 400, 350, 6,328.2614,  2.0000
80, 400, 350, 7,178.5850, 12.0000
80, 400, 350, 8,114.1589, 25.0000
80, 400, 350, 9,215.5525,  3.0000
80, 400, 350,10,428.4517,  4.0809
80, 400, 350,11,350.0186,  3.0000
80, 400, 350,12,336.9791, 40.0019
81, 400, 400, 1,138.2087, 20.0000
81, 400, 400, 2,121.5624,  5.0000
81, 400, 400, 3,276.4731,  5.0140
81, 400, 400, 4,715.1598,  4.4303
81, 400, 400, 5,1245.6798, 23.4914
81, 400, 400, 6,374.2930,  2.0000
81, 400, 400, 7,202.6580, 12.0000
81, 400, 400, 8,130.5432, 25.0000
81, 400, 400, 9,252.7306,  3.0000
81, 400, 400,10,497.8920,  4.1475
81, 400, 400,11,399.9768,  3.0000
81, 400, 400,12,374.3883, 40.0029
